,UnqID,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area
273,CGRCY041,CGRCY,Central Grid surveys,530643.9,178538.32,Vauxhall Walk,Lambeth,Central
274,CGRCY042,CGRCY,Central Grid surveys,530722.89,178636.3,Black Prince Road (west of Lambeth Walk),Lambeth,Central
275,CGRCY043,CGRCY,Central Grid surveys,529984.04,178805.79,Marsham Street,Westminster,Central
276,CGRCY044,CGRCY,Central Grid surveys,530020.56,178983.83,Horseferry Road (west of Tufton Street),Westminster,Central
277,CGRCY045,CGRCY,Central Grid surveys,530633.08,178924.6,Lambeth High Street,Lambeth,Central
278,CGRCY046,CGRCY,Central Grid surveys,530771.05,178794.75,Newport Street,Lambeth,Central
279,CGRCY047,CGRCY,Central Grid surveys,529943.7,179244.67,Great Smith Street (south of Little Smith Street),Westminster,Central
280,CGRCY048,CGRCY,Central Grid surveys,530935.58,179369.29,Carlisle Street,Lambeth,Central
281,CGRCY049,CGRCY,Central Grid surveys,530758.028,179946.75,Belvedere Road,Lambeth,Central
282,CGRCY050,CGRCY,Central Grid surveys,530788.45,180526.51,Waterloo Bridge,Lambeth,Central
283,CGRCY051,CGRCY,Central Grid surveys,529778.12,180676.42,Whitcomb Street,Westminster,Central
284,CGRCY052,CGRCY,Central Grid surveys,529819.88,182190.02,Gordon Square,Camden,Central
285,CGRCY053,CGRCY,Central Grid surveys,530274.83,181131.91,Endell Street,Westminster,Central
286,CGRCY054,CGRCY,Central Grid surveys,530290.11,181555.03,Bloomsbury Way,Camden,Central
287,CGRCY055,CGRCY,Central Grid surveys,533882.56,183551.1,Whiston Road,Hackney,Inner
288,CGRCY056,CGRCY,Central Grid surveys,529989.12,181571.02,Bloomsbury Street,Camden,Central
289,CGRCY057,CGRCY,Central Grid surveys,529695.07,181599.19,Tottenham Court Road (south),Camden,Central
290,CGRCY058,CGRCY,Central Grid surveys,529899.4,181766.68,Montague Place,Camden,Central
291,CGRCY059,CGRCY,Central Grid surveys,530629.49,182016.56,Lambs Conduit Street,Camden,Central
292,CGRCY060,CGRCY,Central Grid surveys,530433.35,182139.19,Guilford Street,Camden,Central
293,CGRCY061,CGRCY,Central Grid surveys,530715.25,181853.88,Theobald's Road,Camden,Central
294,CGRCY062,CGRCY,Central Grid surveys,530294.15,182373.13,Hunter Street,Camden,Central
295,CGRCY063,CGRCY,Central Grid surveys,529542.56,181972.52,Torrington Place,Camden,Central
296,CGRCY064,CGRCY,Central Grid surveys,530407.46,182530.0,Regent Square,Camden,Central
297,CGRCY065,CGRCY,Central Grid surveys,530151.439,182677.799,Judd Street,Camden,Central
298,CGRCY066,CGRCY,Central Grid surveys,529562.78,181078.11,Wardour Street,Westminster,Central
299,CGRCY067,CGRCY,Central Grid surveys,529367.46,181486.51,Berners Street,Westminster,Central
300,CGRCY068,CGRCY,Central Grid surveys,529311.35,181935.36,Howland Street,Camden,Central
301,CGRCY069,CGRCY,Central Grid surveys,529285.19,182040.92,Maple Street,Camden,Central
302,CGRCY070,CGRCY,Central Grid surveys,528920.34,181982.94,Carburton Street,Westminster,Central
303,CGRCY071,CGRCY,Central Grid surveys,529338.12,182150.96,Tottenham Court Road (north),Camden,Central
304,CGRCY072,CGRCY,Central Grid surveys,530090.34,182387.57,Tavistock Place,Camden,Central
305,CGRCY073,CGRCY,Central Grid surveys,529211.0,182856.0,Hampstead Road,Camden,Inner
306,CGRCY074,CGRCY,Central Grid surveys,529072.0,183259.0,Mornington Crescent,Camden,Inner
307,CGRCY075,CGRCY,Central Grid surveys,528831.0,183578.0,Delancy Street,Camden,Inner
308,CGRCY076,CGRCY,Central Grid surveys,529376.79,183863.36,Royal College Street,Camden,Inner
309,CGRCY077,CGRCY,Central Grid surveys,529763.61,183400.0,Pancras Road,Camden,Inner
310,CGRCY078,CGRCY,Central Grid surveys,531235.23,182846.91,River Street,Islington,Central
311,CGRCY079,CGRCY,Central Grid surveys,531016.57,182630.66,Lloyd Baker Street,Islington,Central
312,CGRCY080,CGRCY,Central Grid surveys,530893.18,182376.64,Calthorpe Street,Camden,Central
313,CGRCY081,CGRCY,Central Grid surveys,531287.86,182040.79,Clerkenwell Road (west),Camden,Central
314,CGRCY082,CGRCY,Central Grid surveys,531041.96,180301.3,Upper Ground,Lambeth,Central
315,CGRCY083,CGRCY,Central Grid surveys,529994.64,183054.72,Midland Road,Camden,Inner
316,CGRCY084,CGRCY,Central Grid surveys,531049.0,180021.0,Mepham Street,Lambeth,Central
317,CGRCY085,CGRCY,Central Grid surveys,531198.02,180170.98,Cornwall Road (north),Lambeth,Central
318,CGRCY086,CGRCY,Central Grid surveys,531300.0,179892.0,Cornwall Road (south),Lambeth,Central
319,CGRCY087,CGRCY,Central Grid surveys,531379.51,179795.09,Webber Street (west),Lambeth,Central
320,CGRCY088,CGRCY,Central Grid surveys,531229.42,179667.55,Baylis Road,Lambeth,Central
321,CGRCY089,CGRCY,Central Grid surveys,531087.06,179377.67,Hercules Road,Lambeth,Central
322,CGRCY090,CGRCY,Central Grid surveys,531865.85,179686.71,Webber Street (east),Southwark,Central
323,CGRCY091,CGRCY,Central Grid surveys,532158.34,179663.91,Great Suffolk Street (south),Southwark,Central
324,CGRCY092,CGRCY,Central Grid surveys,532352.86,179555.42,Trinity Street,Southwark,Central
325,CGRCY093,CGRCY,Central Grid surveys,531861.09,180089.83,Great Suffolk Street (north),Southwark,Central
326,CGRCY094,CGRCY,Central Grid surveys,532148.97,180038.11,Union Street,Southwark,Central
327,CGRCY095,CGRCY,Central Grid surveys,532357.78,181348.43,Gresham Street,City of London,Central
328,CGRCY096,CGRCY,Central Grid surveys,532371.23,181588.46,Wood Street,City of London,Central
329,CGRCY097,CGRCY,Central Grid surveys,532303.63,181915.52,Beech Street,City of London,Central
330,CGRCY098,CGRCY,Central Grid surveys,531813.02,182118.42,Clerkenwell Road (east),Islington,Central
331,CGRCY099,CGRCY,Central Grid surveys,532385.23,182387.01,Old Street,Islington,Central
332,CGRCY100,CGRCY,Central Grid surveys,532590.21,182274.5,Bunhill Row,Islington,Central
333,CGRCY101,CGRCY,Central Grid surveys,531651.05,183232.45,Colebrooke Row,Islington,Inner
334,CGRCY102,CGRCY,Central Grid surveys,531995.79,181794.21,Long Lane,City of London,Central
335,CGRCY103,CGRCY,Central Grid surveys,532371.75984318,183191.311287844,Shepherdess Walk,Hackney,Inner
336,CGRCY104,CGRCY,Central Grid surveys,533177.0,183547.0,Hoxton Street,Hackney,Inner
337,CGRCY105,CGRCY,Central Grid surveys,534382.41,183471.9,Goldsmith's Row,Hackney,Inner
338,CGRCY106,CGRCY,Central Grid surveys,533596.32,182832.11,Hackney Road,Hackney,Inner
339,CGRCY107,CGRCY,Central Grid surveys,533159.6,182610.89,Old Street,Hackney,Inner
340,CGRCY108,CGRCY,Central Grid surveys,527038.153492795,181308.620202561,Sussex Gardens,Westminster,Inner
341,CGRCY109,CGRCY,Central Grid surveys,532534.37,182498.12,Bath Street,Islington,Central
342,CGRCY110,CGRCY,Central Grid surveys,532672.98,181924.89,Chiswell Street,Islington,Central
343,CGRCY111,CGRCY,Central Grid surveys,533124.17,181878.82,Appold Street,Hackney,Central
344,CGRCY112,CGRCY,Central Grid surveys,533641.021,181204.45,Aldgate High Street,City of London,Central
345,CGRCY113,CGRCY,Central Grid surveys,533561.31,181089.45,Jewry Street,City of London,Central
346,CGRCY114,CGRCY,Central Grid surveys,533435.16,180891.37,Crutched Friars,City of London,Central
347,CGRCY115,CGRCY,Central Grid surveys,533357.93,179682.26,Tanner Street,Southwark,Central
348,CGRCY116,CGRCY,Central Grid surveys,532985.0,179732.0,Weston Street,Southwark,Central
349,CGRCY117,CGRCY,Central Grid surveys,532992.89,179337.69,Law Street / Rothsay Street,Southwark,Central
350,CGRCY118,CGRCY,Central Grid surveys,528220.12,178554.03,Graham Terrace,Westminster,Inner
351,CGRCY119,CGRCY,Central Grid surveys,533501.26,181574.47,Middlesex Street,City of London,Central
352,CGRCY120,CGRCY,Central Grid surveys,529949.48,179986.62,Horse Guards Road,Westminster,Central
353,CGRCY121,CGRCY,Central Grid surveys,527183.02,177975.77,Oakley Street,Kensington & Chelsea,Inner
354,CGRCY122,CGRCY,Central Grid surveys,526304.2,181984.51,Blomfield Road,Westminster,Inner
355,CGRCY123,CGRCY,Central Grid surveys,527880.43,181587.0,Gloucester Place,Westminster,Central
356,CGRCY124,CGRCY,Central Grid surveys,527587.56,182584.97,Outer Circle (west),Westminster,Inner
357,CGRCY125,CGRCY,Central Grid surveys,525678.3,181443.94,Westbourne Park Road,Westminster,Inner
358,CGRCY126,CGRCY,Central Grid surveys,526754.79,179919.02,Kensington Gardens (Jubilee Greenway),Westminster,Inner
359,CGRCY127,CGRCY,Central Grid surveys,535165.804923816,181080.795416728,Sutton Street,Tower Hamlets,Inner
360,CGRCY128,CGRCY,Central Grid surveys,535189.369308443,181728.120121958,Jubille Street (2),Tower Hamlets,Inner
361,CGRCY129,CGRCY,Central Grid surveys,534236.759684005,181001.178206917,Black Church Lane,Tower Hamlets,Inner
362,CGRCY130,CGRCY,Central Grid surveys,534332.1220607,181248.357452594,Henriques Street,Tower Hamlets,Inner
363,CGRCY131,CGRCY,Central Grid surveys,534350.953780255,181370.722425985,Greenfield Road,Tower Hamlets,Inner
364,CGRCY132,CGRCY,Central Grid surveys,534234.772624279,181558.288735687,Plumbers Row,Tower Hamlets,Inner
365,CGRCY133,CGRCY,Central Grid surveys,535187.464699328,181462.566135996,Jubilee Street (1),Tower Hamlets,Inner
366,CGRCY134,CGRCY,Central Grid surveys,531437.17392231,180124.369190887,Roupell Street,Lambeth,Central
367,CGRCY135,CGRCY,Central Grid surveys,523646.926881669,181985.936322839,Barbly Road,Kensington & Chelsea,Inner
368,CGRCY136,CGRCY,Central Grid surveys,524033.207994255,180156.759919138,Queensdale Road,Kensington & Chelsea,Inner
369,CGRCY137,CGRCY,Central Grid surveys,524230.949294643,179392.968552142,Russell Road,Kensington & Chelsea,Inner
370,CGRCY138,CGRCY,Central Grid surveys,525004.913180203,179647.95556287,Holland Walk,Kensington & Chelsea,Inner
371,CGRCY139,CGRCY,Central Grid surveys,524233.909271578,180658.246370134,Port Road,Kensington & Chelsea,Inner
372,CGRCY140,CGRCY,Central Grid surveys,524530.37693359,179210.330831646,Napier Road,Kensington & Chelsea,Inner
373,CGRCY141,CGRCY,Central Grid surveys,524080.361498692,181696.979036002,St. Charles Square ,Kensington & Chelsea,Inner
374,CGRCY142,CGRCY,Central Grid surveys,527329.0,181332.0,Burwood Place,Westminster,Inner
375,CGRCY143,CGRCY,Central Grid surveys,527429.0,181398.0,Harrowby Street,Westminster,Central
376,CGRCY144,CGRCY,Central Grid surveys,529120.0,183730.0,Pratt Street,Camden,Inner
377,CGRCY145,CGRCY,Central Grid surveys,532623.0,183057.0,Murray Grove,Hackney,Inner
378,CGRCY146,CGRCY,Central Grid surveys,533103.0,183088.0,Crondall Street,Hackney,Inner
379,CGRCY147,CGRCY,Central Grid surveys,533263.0,183086.0,Hoxton Street,Hackney,Inner
380,CGRCY148,CGRCY,Central Grid surveys,533826.0,183197.0,Dunloe Street,Hackney,Inner
381,CGRCY149,CGRCY,Central Grid surveys,534237.0,183402.0,Audrey Street,Hackney,Inner
382,CGRCY150,CGRCY,Central Grid surveys,533939.0,184709.0,Queensbridge Road (1),Hackney,Inner
383,CGRCY151,CGRCY,Central Grid surveys,533935.0,184157.0,Queensbridge Road (2),Hackney,Inner
384,CGRCY152,CGRCY,Central Grid surveys,533949.0,183551.0,Queensbridge Road (3),Hackney,Inner
385,CGRCY153,CGRCY,Central Grid surveys,530906.0,177997.0,Vauxhall Street,Lambeth,Inner
386,CGRCY154,CGRCY,Central Grid surveys,531366.0,178099.0,Ravensdon Street,Lambeth,Inner
387,CGRCY155,CGRCY,Central Grid surveys,530952.0,178414.0,Sancroft Street,Lambeth,Central
388,CGRCY156,CGRCY,Central Grid surveys,531859.0,179485.0,Borough Road,Southwark,Central
389,CGRCY157,CGRCY,Central Grid surveys,524558.0,179682.0,Abbotsbury Road,Kensington & Chelsea,Inner
390,CGRCY158,CGRCY,Central Grid surveys,525069.0,180768.0,Pembridge Crescent,Kensington & Chelsea,Inner
391,CGRCY159,CGRCY,Central Grid surveys,524798.0,180701.0,Kensington Park Gardens,Kensington & Chelsea,Inner
392,CGRCY160,CGRCY,Central Grid surveys,524317.0,180644.0,Clarendon Road,Kensington & Chelsea,Inner
393,CGRCY161,CGRCY,Central Grid surveys,524657.0,181556.0,All Saint’s Road,Kensington & Chelsea,Inner
394,CGRCY162,CGRCY,Central Grid surveys,531294.0,182611.0,Amwell Street,Islington,Central
395,CGRCY163,CGRCY,Central Grid surveys,531825.0,182531.0,Percival Street,Islington,Central
396,CGRCY164,CGRCY,Central Grid surveys,531920.0,182566.0,Lever Street,Islington,Central
397,CGRCY165,CGRCY,Central Grid surveys,532140.0,182629.0,Lever Street,Islington,Central
398,CGRCY166,CGRCY,Central Grid surveys,535426.0,182481.0,Colebert Avenue,Tower Hamlets,Inner
399,CGRCY167,CGRCY,Central Grid surveys,532976.16,181302.24,Old Broad Street,City of London,Central
400,CGRCY168,CGRCY,Central Grid surveys,532907.0,181710.0,Eldon Street,City of London,Central
401,CGRCY169,CGRCY,Central Grid surveys,530409.0,181046.0,Bow Street,Westminster,Central
402,CGRCY170,CGRCY,Central Grid surveys,530422.0,182228.0,Brunswick Square,Camden,Central
403,CGRCY171,CGRCY,Central Grid surveys,529175.0,181892.0,Cleveland Street (north),Camden,Central
404,CGRCY172,CGRCY,Central Grid surveys,529328.0,181683.0,Cleveland Street (south),Westminster,Central
405,CGRCY173,CGRCY,Central Grid surveys,529454.0,181501.0,Newman Street,Westminster,Central
406,CGRCY174,CGRCY,Central Grid surveys,527581.0,180970.0,Stanhope Place,Westminster,Inner
407,CGRCY175,CGRCY,Central Grid surveys,527356.0,181200.0,Porchester Place,Westminster,Inner
408,CGRCY176,CGRCY,Central Grid surveys,527560.0,181293.0,George Street (west),Westminster,Central
409,CGRCY177,CGRCY,Central Grid surveys,530605.0,180763.0,Savoy Street,Westminster,Central
410,CNDCY001,CNDCY,Cycleway Network Development cycle surveys,539166.0,189657.0,Woodford New Road,Waltham Forest,Outer
411,CNDCY002,CNDCY,Cycleway Network Development cycle surveys,536882.0,187672.0,Markhouse Road,Waltham Forest,Outer
412,CNDCY003,CNDCY,Cycleway Network Development cycle surveys,534901.0,192831.0,Swaythling Close (path through park),Enfield,Outer
413,CNDCY004,CNDCY,Cycleway Network Development cycle surveys,533538.0,196416.0,Fotheringham Road,Enfield,Outer
414,CNDCY005,CNDCY,Cycleway Network Development cycle surveys,534658.0,195763.0,Lincoln Road,Enfield,Outer
415,CNDCY006,CNDCY,Cycleway Network Development cycle surveys,535648.0,195671.0,South Street,Enfield,Outer
416,CNDCY007,CNDCY,Cycleway Network Development cycle surveys,529204.0,190154.0,Grove Avenue,Haringey,Outer
417,CNDCY008,CNDCY,Cycleway Network Development cycle surveys,528925.0,190662.0,Grosvenor Road,Haringey,Outer
418,CNDCY009,CNDCY,Cycleway Network Development cycle surveys,518804.0,176790.0,A307 Kew Road (south of Lichfield Road),Richmond upon Thames,Outer
419,CNDCY010,CNDCY,Cycleway Network Development cycle surveys,518569.0,175812.0,A307 Kew Road (between Stanmore Road and Pagoda Avenue),Richmond upon Thames,Outer
420,CSHCY001,CSHCY,Cycle Superhighway cycle surveys,533587.11,191001.71,Church Road,Haringey,Outer
421,CSHCY002,CSHCY,Cycle Superhighway cycle surveys,533347.69,189932.42,Napier Road,Haringey,Outer
422,CSHCY003,CSHCY,Cycle Superhighway cycle surveys,533403.63,189189.19,Beaconsfield Road,Haringey,Outer
423,CSHCY004,CSHCY,Cycle Superhighway cycle surveys,533494.69,188774.19,Seven Sisters Road,Haringey,Outer
424,CSHCY005,CSHCY,Cycle Superhighway cycle surveys,533450.47,188144.29,Holmdale Terrace,Haringey,Inner
425,CSHCY006,CSHCY,Cycle Superhighway cycle surveys,533032.13,187357.52,Heathland Road,Hackney,Inner
426,CSHCY007,CSHCY,Cycle Superhighway cycle surveys,533155.21,186801.24,Bouverie Road,Hackney,Inner
427,CSHCY008,CSHCY,Cycle Superhighway cycle surveys,533260.31,185702.84,Wordworth Road,Hackney,Inner
428,CSHCY009,CSHCY,Cycle Superhighway cycle surveys,533298.48,184950.52,Kingsbury Road,Islington,Inner
429,CSHCY010,CSHCY,Cycle Superhighway cycle surveys,533211.87,184265.47,De Beauvoir Road,Hackney,Inner
430,CSHCY011,CSHCY,Cycle Superhighway cycle surveys,533033.97,182712.75,Pitfield Street,Hackney,Inner
431,CSHCY012,CSHCY,Cycle Superhighway cycle surveys,532989.0,182132.01,Paul Street,Islington,Central
432,CSHCY013,CSHCY,Cycle Superhighway cycle surveys,536992.98,182729.76,Bow Road,Tower Hamlets,Inner
433,CSHCY014,CSHCY,Cycle Superhighway cycle surveys,535989.02,182230.36,Mile End Road (east),Tower Hamlets,Inner
434,CSHCY015,CSHCY,Cycle Superhighway cycle surveys,535217.64,181981.83,Mile End Road (west),Tower Hamlets,Inner
435,CSHCY016,CSHCY,Cycle Superhighway cycle surveys,534676.58,181793.26,Whitechapel Road East,Tower Hamlets,Inner
436,CSHCY017,CSHCY,Cycle Superhighway cycle surveys,533927.64,181375.81,Whitechapel High Street,Tower Hamlets,Inner
437,CSHCY018,CSHCY,Cycle Superhighway cycle surveys,538365.12,183621.92,Stratford High Street,Newham,Inner
438,CSHCY019,CSHCY,Cycle Superhighway cycle surveys,538831.3,184262.14,Broadway,Newham,Outer
439,CSHCY020,CSHCY,Cycle Superhighway cycle surveys,544603.43,183098.35,Alfreds Way,Barking & Dagenham,Outer
440,CSHCY021,CSHCY,Cycle Superhighway cycle surveys,543406.46,182430.06,Newham Way East,Newham,Outer
441,CSHCY022,CSHCY,Cycle Superhighway cycle surveys,542056.2,182121.15,Newham Way Mid,Newham,Outer
442,CSHCY023,CSHCY,Cycle Superhighway cycle surveys,540226.92,181736.88,Newham Way West,Newham,Outer
